0.856177	1.13211	0.947358	0.835265
1.77627	1.67344	0.467932	0.796701
1.03732	2.12911	1.12857	0.884977
0.250391	0.719127	1.3478	1.15445
0.0436382	0.729969	1.18572	1.11421
0.202112	0.327607	0.541282	1.06391
1.19045	0.723275	0.718868	0.899492
0.609228	0.248361	0.861676	0.970301
0.377807	1.86381	0.758162	1.08318
2.05009	0.31038	0.660646	0.801488
0.116728	0.551545	1.02376	1.02087
2.03017	0.339701	0.882429	0.937049
0.115383	0.710758	0.859027	1.0962
1.13756	0.0205197	0.911246	1.13754
2.47429	0.83421	0.744058	0.969471
0.388619	0.218872	0.566823	0.951835
1.7511	1.84564	0.439669	0.940396
0.680289	1.20414	1.04806	1.00164
1.36149	1.28399	1.36093	0.996725
1.14669	1.66015	1.59997	0.91889
2.13681	0.433883	1.14908	1.09931
0.244531	1.63299	0.771299	0.984849
0.693762	2.50859	0.760312	0.951249
0.252518	0.45251	0.590083	1.02648
0.295697	1.0447	1.32131	0.951644
0.669993	0.440443	1.25298	0.993089
0.360531	3.37127	1.18378	1.05011
2.02125	0.743013	0.81082	0.880008
1.3912	1.07968	0.831301	1.18102
0.718651	0.967777	1.47746	0.982543
0.874284	1.34077	1.23995	1.04488
1.25715	0.877663	1.18646	1.12551
1.45604	0.383088	0.889958	0.901506
0.171504	0.674362	1.15533	0.915498
0.235743	0.448804	1.34354	0.962454
0.284743	0.890632	1.33448	0.953402
1.85653	1.34227	1.18618	0.92727
0.000510093	0.329367	1.09828	0.980994
0.878761	2.82427	0.775252	1.16596
1.52246	1.03193	0.543664	1.03361
0.339801	0.699383	1.0658	1.07441
0.324145	0.647628	0.871151	1.04988
0.18864	1.65012	0.734785	0.971723
0.538246	0.727145	0.909006	0.960889
0.270094	0.996985	0.936619	0.943715
0.22989	1.06973	1.2672	0.988226
1.52397	0.627924	0.665255	1.00194
1.42389	3.34181	1.30716	0.785889
0.504602	2.39768	0.589199	1.01215
0.551476	1.26485	1.11039	1.06167
0.152502	0.21005	0.790468	1.20985
0.457896	0.556771	0.606247	0.86421
0.07124	2.28878	1.2549	0.860797
0.258897	0.194975	1.26918	0.864883
1.0301	0.488417	0.613089	1.17412
2.21377	1.27181	0.85574	1.0782
0.0981151	0.525609	0.96241	0.828992
2.12714	0.348306	1.43074	0.97731
0.740391	1.58924	0.914743	0.916583
0.75276	0.540132	0.760163	0.874442
0.00422683	0.978239	0.533052	1.06819
1.87685	0.478941	0.960478	1.06345
0.887197	0.422559	1.04432	1.1497
0.454226	0.335416	1.00096	0.986862
0.603066	0.207682	1.50753	0.979252
1.46462	1.27389	1.20565	1.12189
1.33681	1.52328	1.37015	0.863576
0.670889	1.02244	0.876487	1.08133
0.123047	0.37325	0.930913	0.946791
0.175987	1.76009	0.97317	0.964394
0.240511	0.299784	1.33871	1.01692
0.365931	1.90937	0.656324	0.916252
0.97827	0.135625	1.13534	0.932487
3.49099	3.37828	1.04261	1.01155
0.358723	0.169217	1.65573	1.08433
0.0281764	0.16329	1.23319	0.935438
0.201693	0.760143	1.03989	0.874571
0.837608	0.978724	0.845144	1.00804
0.227463	1.50103	1.07245	0.97257
1.23027	3.05203	1.34302	0.905598
0.743355	0.374695	1.75176	0.909838
1.25774	2.14899	0.880177	0.955552
0.565444	0.178255	1.641	1.20294
0.387169	0.592254	0.792344	1.02728
1.01922	1.83427	1.11315	0.882057
0.162995	1.41648	0.855547	0.972634
0.181474	1.42399	1.3156	0.917637
1.48064	1.3971	0.92772	0.976885
1.17299	1.55868	1.23368	1.01149
0.698275	0.531424	1.64194	1.09142
1.81035	1.18529	1.48833	0.994716
0.443335	0.681836	1.10682	0.94741
3.27121	2.96543	0.857346	1.01588
0.389388	1.15544	0.640755	1.09954
0.600428	0.111326	1.19631	0.913687
0.771844	0.542107	1.16846	0.915699
0.24787	1.89457	0.88249	0.954678
0.192614	0.944994	1.49774	1.0903
1.81937	1.27606	0.862994	1.0236
1.43703	1.76272	0.71179	0.779316
0.163636	2.08885	1.21702	0.949719
1.19354	0.856287	0.963489	0.945989
0.996315	2.51966	0.919856	1.22876
6.33276	0.190131	0.86711	1.11086
0.705856	0.214069	1.81763	0.82583
1.17409	0.909863	0.450519	0.990013
0.300871	0.763082	1.26476	0.936636
0.289457	0.440551	0.619317	0.863438
0.141702	0.32621	1.3075	1.0285
1.67297	0.797237	0.649435	0.909676
1.45268	2.84701	1.1238	1.10202
0.262365	1.35136	1.3273	1.13839
0.825928	1.71481	0.716967	0.99133
0.144629	2.51095	1.06932	1.09988
0.922278	2.12068	0.873914	0.994786
4.12126	0.677099	1.06941	0.962772
0.524465	3.00228	0.817768	0.862502
0.452459	0.365574	1.03398	1.047
1.93374	2.68241	0.639069	0.902443
0.281538	0.816219	1.22514	1.12541
0.104805	1.47054	0.729175	1.0417
0.0879789	1.87267	1.09947	0.844521
2.99657	1.29681	0.756997	0.976302
3.80862	1.92158	0.728064	1.09926
0.0804437	0.648271	1.40813	1.04579
0.0871551	0.99002	0.668292	0.888725
2.34533	0.62303	0.930875	1.19493
0.580307	0.787194	0.525991	0.857541
0.322055	0.382529	1.0872	0.990924
0.471198	1.18866	0.978229	0.812443
1.50068	1.98342	0.974609	0.841465
1.08331	1.57746	0.501018	0.973142
0.620918	0.621951	1.05839	0.823011
0.41237	0.567849	1.14339	1.05582
3.11862	0.81057	1.19276	0.943496
1.02027	0.45931	1.65741	1.15324
0.00818082	2.183	0.669634	0.805418
1.25144	2.75758	0.934073	1.21132
0.4358	0.285386	1.12507	1.02746
0.5655	0.874504	0.401734	0.920826
0.017181	1.63004	0.553641	1.24238
2.0824	1.06124	0.585266	0.962852
0.113816	0.748558	0.684206	1.06337
1.28038	0.503107	0.894893	0.954917
0.123385	1.21093	0.996571	1.26285
0.511327	0.685532	0.81688	0.870792
1.62669	0.735683	0.936751	0.946663
1.89936	0.700867	0.401024	1.06626
2.45268	1.53545	1.27925	1.12441
2.91431	0.677244	0.967989	1.01823
0.0456427	0.178619	1.99066	0.955481
1.73225	2.46898	1.05197	1.18068
0.18838	2.09637	1.18512	1.01653
1.27868	2.88412	0.709565	0.961979
0.0343745	0.160917	1.00424	0.938934
1.56691	1.16935	0.644221	1.01822
1.51809	0.550973	1.15878	0.961488
0.302695	0.49613	0.715251	0.995776
2.83261	1.34226	0.915428	1.0012
5.46743	0.745516	0.983114	0.884513
2.61595	2.06913	0.998176	0.969155
0.27966	1.58773	1.19886	1.10432
1.2591	0.849326	1.02495	1.02521
