8.59202	-1.06931	-1.12329	0.0174064
-0.461492	-0.79619	-2.21387	-0.164389
0.0404594	1.87248	1.17142	-1.40247
2.11723	-0.288261	5.24508	-5.54054
-2.33355	-0.768411	-0.626872	0.33584
13.0409	-3.88387	0.258077	-2.35077
0.137011	-1.27897	-0.0320755	1.70324
-0.303023	-14.2917	1.81506	38.9521
-2.6058	2.24059	16.7496	2.63377
1.86287	-0.491861	-4.10032	-0.774504
1.66609	-0.473099	0.38867	-1.65103
-0.958216	0.117662	-112.382	-0.422193
-3.09648	0.232935	0.497939	30.2262
-0.465518	0.296032	0.449188	-11.5499
-0.730555	-3.4175	21.1279	0.660843
-0.0158014	-12.5758	1.95436	5.91501
0.444763	-0.537161	2.03878	0.743579
1.42899	-54.8712	1.89499	-0.457324
-0.571923	0.274794	0.722452	-2.39883
3.68957	1.22607	-0.020117	0.149309
1.5393	1.34172	-1.42185	-0.790948
-0.325033	-0.756334	0.797915	-0.98288
2.86827	-0.102234	1.02147	-0.616612
-0.412059	0.906288	0.781645	-0.0291339
0.1217	0.732384	-0.727934	0.143986
0.135725	0.458486	1.20649	0.90011
-0.773904	5.16946	-0.303573	3.52819
-0.998982	0.512468	-2.29135	-5.86
21.5302	-0.448644	-0.858777	1.66899
1.03415	2.22292	15.537	0.171368
1.942	0.736017	-2.33322	0.0308424
1.2081	0.415777	-0.370862	-0.365883
0.299922	-0.578216	1.75434	0.895673
-0.222399	1.62233	-5.89581	-0.371852
0.340625	-0.471658	0.822836	2.40439
-1.84455	0.6431	-0.113155	1.89793
1.27326	0.0476699	-0.379302	0.248016
0.186043	0.252731	-0.42224	0.124897
5.1168	-0.0415458	-0.930883	1.5031
0.351143	1.91696	0.517718	-0.25935
-0.852502	-75.5414	-0.336979	-10.9638
-1.53994	-0.0187579	-20.2222	1.20883
-0.688543	1.14552	-0.416512	5.39369
-0.0169656	0.771136	-0.53287	1.54568
-0.647125	-7.72631	-0.0965772	1.57003
1.49029	-0.378397	0.44261	1.15659
0.887926	-0.721553	-0.560045	3.165
0.20311	1.64546	-3.7726	-2.17957
2.15959	-0.480795	0.158423	3.8716
0.858614	-0.941204	2.09231	0.671671
199.192	-1.77057	0.102896	-0.533294
0.562601	1.18312	-0.566616	0.71927
1.42535	6.21594	0.87922	4.73038
4.54382	0.486463	0.383224	21.3318
-2.606	0.632793	-1.71831	-0.388199
0.472268	0.0806255	-4.02225	-0.41125
3.03719	-2.46028	-0.35987	1.3454
-1.82858	0.370882	1.02097	-0.607561
0.869989	3.41482	0.159703	4.26985
-0.415035	3.48525	0.209645	-4.64465
-0.108412	-0.0495992	0.857876	-2.44057
-1.93426	-6.52668	0.671028	0.913833
-0.475013	-0.0930689	0.377098	-5.51802
2.29853	-0.24248	-0.380401	0.381833
-1.27573	-1.46686	0.641863	-1.67534
0.522281	-44.4464	-1.25886	1.03479
0.527818	-2.40793	5.52597	0.354662
2.39125	-0.360693	1.41286	1.59073
27.2944	0.625996	2.92508	-0.624671
1.64647	-1.648	2.0469	0.312927
-1.22455	0.621985	-7.84954	0.0405278
-0.982146	-2.33717	0.26923	0.693615
0.925216	0.528832	0.299349	0.523345
1.89626	-0.45484	-0.060948	65.4883
-0.207023	-0.346856	-0.222103	0.526628
-2.5254	-11.9329	-0.588271	17.7502
-0.756616	1.99608	-0.344435	0.302511
-0.43837	3.62342	2.17093	-0.807156
0.0359166	-0.803345	1.54076	2.104
-1.57332	-0.304947	-0.0206829	-1.56903
3.99856	5.42562	1.47707	1.6832
0.146576	-1.76754	-8.32065	1.20119
1.51624	0.376006	-0.188374	0.788063
0.131572	-1.65335	1.62026	-1.3097
-32.4762	0.047105	0.451797	1.76931
1.2655	-0.677349	0.875404	-1.45745
-2.80113	-0.810563	-2.61386	147
24.8117	-0.262358	-0.339563	-0.372762
-1.4072	-6.29287	-0.78416	0.00417177
-1.56869	0.563479	5.8845	6.80185
-1.87599	-0.423662	0.545347	-1.46483
-7.29696	-2.27432	0.217641	-0.191329
-0.654146	5.62306	0.371723	-4.4445
-0.515193	0.92326	1.34264	-0.242915
1.41251	-2.21292	0.0001697	0.354354
0.315959	1.56069	-55.6653	0.301865
-2.11113	0.62189	0.738481	6.55713
-0.0420375	6.31398	0.279494	4.85584
1.00358	0.641772	-22.8631	-1.24555
6.04965	-0.23595	-1.71653	-9.55393
-0.786356	1.78465	-13.7434	-3.00604
9.7642	0.650238	-0.406472	2.06368
1.0161	-11.2558	-3.38225	-2.48187
-0.303226	-0.21428	1.21517	-0.391872
-0.63796	-0.511642	0.883378	-0.894071
0.00793767	0.387492	5.32575	-1.21201
0.558619	4.31554	0.0498429	-2.47237
-0.013832	1.40009	-43.1338	0.533442
0.654533	0.0774634	0.916102	-2.45967
-0.30459	41.0297	3.15348	-0.730007
-0.983428	-0.207661	1.47568	0.676886
0.854549	-0.643877	3.54743	5.39481
0.0133863	2.14788	-1.58231	-1.00593
1.70744	3.1841	-0.372196	0.397954
0.271524	0.108858	-1.86889	0.964409
-0.322572	0.790701	-0.492143	-2.71144
-1.21964	-0.287702	1.08898	0.30875
-0.798911	-0.621994	-2.98619	2.28434
0.000379036	1.17927	7.98168	-1.66224
-1.37802	1.18993	1.47073	0.32382
-40.4425	0.834356	51.3817	-52.2796
0.205078	0.095322	1.3698	-0.150521
0.863858	-5.43104	2.45391	26.6837
1.18213	0.311586	0.107937	-0.499994
1.40557	-0.672596	-0.115985	0.104089
-0.823809	1.96358	-0.177381	0.490886
0.574498	0.537126	2.05983	0.0170852
0.516271	0.01282	6.00431	-0.606103
-1.52098	0.166874	0.0439857	-3.60108
-4.16869	8.69584	-0.36934	0.449878
-3.29714	-2.27625	-2.14599	-1.14553
-0.0106747	2.93102	-1.1473	-6.37905
