0.371496	0.806307	0.475487	0.468197
0.61281	0.354709	0.549498	0.485344
0.75144	0.196552	0.289119	0.504276
0.900721	0.596114	0.463569	0.536341
0.513823	0.44584	0.537772	0.488617
0.80144	0.52588	0.368786	0.516863
0.296905	0.618098	0.470522	0.476649
0.473112	0.794127	0.604786	0.554935
0.402423	0.569941	0.431603	0.541509
0.198339	0.351537	0.389053	0.494089
0.780342	0.63254	0.63818	0.534713
0.641602	0.582841	0.50499	0.520812
0.952135	0.499637	0.364288	0.47824
0.134933	0.696448	0.527746	0.560906
0.871557	0.320857	0.488768	0.50928
0.834838	0.477636	0.579074	0.46167
0.0374091	0.817049	0.534402	0.498535
0.747932	0.329464	0.501596	0.482873
0.871119	0.248145	0.420837	0.488299
0.623751	0.3637	0.312675	0.509267
0.175435	0.366905	0.458131	0.480898
0.796102	0.68572	0.570138	0.533784
0.361429	0.786257	0.58873	0.513305
0.837141	0.113737	0.434592	0.549941
0.208291	0.455062	0.412537	0.52909
0.656032	0.542956	0.554301	0.497318
0.254674	0.804006	0.439622	0.52163
0.923395	0.509277	0.395923	0.440327
0.654559	0.661868	0.659047	0.521383
0.70624	0.760247	0.555539	0.464817
0.538815	0.858129	0.484124	0.478605
0.531186	0.613286	0.477352	0.497697
0.379221	0.525715	0.559733	0.535618
0.759043	0.520402	0.477281	0.480893
0.563686	0.651266	0.656095	0.468912
0.122343	0.0883014	0.486362	0.508246
0.804348	0.561011	0.564958	0.500548
0.954137	0.765989	0.380525	0.506429
0.321112	0.314669	0.466202	0.492744
0.947058	0.321095	0.465545	0.48504
0.917323	0.61978	0.434527	0.49658
0.76087	0.39926	0.485338	0.472445
0.486588	0.644423	0.565908	0.516129
0.250904	0.496407	0.413933	0.512804
0.59971	0.514687	0.443834	0.503727
0.0900992	0.691509	0.418371	0.48476
0.292566	0.454088	0.520971	0.51338
0.209262	0.540743	0.490123	0.479443
0.475945	0.183196	0.397442	0.520523
0.602802	0.268154	0.524415	0.492152
0.0381527	0.450097	0.540733	0.493862
0.0808315	0.401925	0.546451	0.461847
0.650941	0.140211	0.488361	0.536425
0.201212	0.240726	0.39105	0.451372
0.306666	0.297435	0.503487	0.557937
0.439969	0.398266	0.427234	0.501215
0.859561	0.754731	0.452769	0.536317
0.448114	0.471361	0.425715	0.509701
0.0168244	0.693265	0.428617	0.543582
0.308292	0.507301	0.603624	0.513581
0.0853317	0.772155	0.415331	0.535521
0.798535	0.692957	0.482633	0.566145
0.187526	0.738817	0.429935	0.523712
0.498787	0.29998	0.32768	0.534519
0.423359	0.827707	0.625393	0.466781
0.531784	0.569416	0.433983	0.479878
0.81853	0.191076	0.486371	0.54523
0.668783	0.28179	0.546238	0.450877
0.572241	0.360374	0.562477	0.538407
0.0957649	0.753726	0.649294	0.530404
0.304517	0.844285	0.617759	0.51709
0.328519	0.384222	0.560876	0.561895
0.957046	0.305609	0.441388	0.489626
0.143351	0.262843	0.485095	0.517152
0.188823	0.457962	0.474643	0.481834
0.465375	0.65309	0.356042	0.510001
0.13162	0.24618	0.361227	0.501756
0.245224	0.400623	0.352209	0.483179
0.362715	0.496795	0.548606	0.470988
0.334584	0.386325	0.608194	0.487922
0.211368	0.4238	0.494402	0.44136
0.465989	0.574285	0.441669	0.492278
0.719807	0.724354	0.378337	0.489907
0.368632	0.35262	0.461755	0.471354
0.981151	0.811893	0.364672	0.495771
0.520853	0.404255	0.53574	0.502447
0.132629	0.705708	0.448409	0.475116
0.821479	0.23065	0.302859	0.500289
0.747354	0.536854	0.468099	0.516529
0.887468	0.447633	0.553987	0.450312
0.935428	0.394918	0.322078	0.502325
0.660985	0.191179	0.631413	0.459937
0.604948	0.0888546	0.485776	0.479042
0.299224	0.755135	0.494385	0.467079
0.0360154	0.645418	0.473445	0.544131
0.0428554	0.433071	0.440936	0.484208
0.622237	0.323397	0.448244	0.496381
0.728721	0.660971	0.497163	0.50086
0.658277	0.180785	0.532472	0.533374
